date,vehicle_number,mileage,failure_category,failure_name,symptoms,cost,repair_duration,daily_load
2024-01-13,BK4570CK,1567549,Transmission,Gearbox Failure,Grinding noise,3087.52,10,1343
2024-01-13,BK4570CK,1567549,Electrical,Alternator Failure,Battery warning light,284.83,1,1343
2024-01-13,BK9057HC,1285315,Suspension,Ball Joint Failure,Clunking noise,416.64,4,515
2024-01-13,BK9057HC,1285315,Electrical,Alternator Failure,Battery warning light,275.81,2,515
2024-01-14,BK2218ET,1128156,Axle,Differential Failure,Grinding noise,1343.62,14,1313
2024-01-14,BK4570CK,1568276,Axle,Differential Failure,Grinding noise,1870.82,12,927
2024-01-14,BK4570CK,1568276,Transmission,Transmission Failure,Slipping gears,5448.49,29,927
2024-01-14,BK4570CK,1568276,Electrical,Battery Failure,Engine won’t start,199.44,2,927
2024-01-14,BK9057HC,1286060,Transmission,Transmission Failure,Slipping gears,3275.21,18,1094
2024-01-14,BK9057HC,1286060,Electrical,Starter Motor Failure,Clicking noise,218.95,2,1094
2024-01-15,BK9057HC,1286805,Brakes,Brake Fluid Leak,Soft brake pedal,478.06,2,1288
2024-01-15,BK4570CK,1569003,Brakes,Brake Pad Wear,Squeaking noise,187.27,2,1052
2024-01-15,BK4570CK,1569003,Axle,Spring Breakage,Unusual noises,704.51,4,1052
2024-01-15,BK9057HC,1286805,Transmission,Transmission Failure,Slipping gears,4925.91,21,1288
2024-01-15,BK4570CK,1569003,Suspension,Ball Joint Failure,Clunking noise,567.84,4,1052
2024-01-15,BK2218ET,1128893,Electrical,Battery Failure,Engine won’t start,163.53,2,1035
2024-01-15,BK4570CK,1569003,Electrical,Alternator Failure,Battery warning light,359.91,3,1052
2024-01-15,BK2218ET,1128893,Axle,Axle Failure,Vehicle stops,1947.31,15,1035
2024-01-16,BK2218ET,1129630,Electrical,Battery Failure,Engine won’t start,255.94,1,1179
2024-01-16,BK9057HC,1287550,Electrical,Battery Failure,Engine won’t start,160.62,1,528
2024-01-16,BK9057HC,1287550,Axle,Differential Failure,Grinding noise,1522.28,13,528
2024-01-16,BK4570CK,1569730,Axle,Axle Failure,Vehicle stops,1718.48,18,1242
2024-01-16,BK4570CK,1569730,Axle,Differential Failure,Grinding noise,1087.3,13,1242
2024-01-16,BK4570CK,1569730,Suspension,Shock Absorber Failure,Bumpy ride,934.79,5,1242
2024-01-17,BK9057HC,1288295,Transmission,Gearbox Failure,Grinding noise,2869.3,14,1204
2024-01-17,BK2218ET,1130367,Brakes,Brake Line Failure,Brake warning light,595.74,2,908
2024-01-17,BK2218ET,1130367,Engine,Turbo Failure,Whistling noise,2492.16,14,908
2024-01-17,BK9057HC,1288295,Electrical,Battery Failure,Engine won’t start,155.76,2,1204
2024-01-17,BK4570CK,1570457,Electrical,Battery Failure,Engine won’t start,169.56,1,1060
2024-01-17,BK4570CK,1570457,Brakes,Brake Fluid Leak,Soft brake pedal,212.19,4,1060
2024-01-17,BK4570CK,1570457,Electrical,Alternator Failure,Battery warning light,275.02,1,1060
2024-01-17,BK9057HC,1288295,Axle,Axle Failure,Vehicle stops,2452.19,18,1204
2024-01-17,BK9057HC,1288295,Electrical,Starter Motor Failure,Clicking noise,245.41,1,1204
2024-01-17,BK9057HC,1288295,Engine,Turbo Failure,Whistling noise,2221.2,11,1204
2024-01-17,BK9057HC,1288295,Engine,Oil Leak,Oil spots,1412.12,4,1204
2024-01-17,BK4570CK,1570457,Engine,Engine Failure,Engine knocking,4871.13,16,1060
2024-01-18,BK2218ET,1131104,Electrical,Starter Motor Failure,Clicking noise,253.14,1,1298
2024-01-18,BK2218ET,1131104,Electrical,Alternator Failure,Battery warning light,295.12,3,1298
2024-01-18,BK2218ET,1131104,Brakes,Brake Fluid Leak,Soft brake pedal,347.6,3,1298
2024-01-18,BK2218ET,1131104,Brakes,Brake Pad Wear,Squeaking noise,253.47,2,1298
2024-01-18,BK2218ET,1131104,Transmission,Transmission Failure,Slipping gears,2601.31,28,1298
2024-01-18,BK2218ET,1131104,Engine,Oil Leak,Oil spots,866.88,4,1298
2024-01-18,BK9057HC,1289040,Suspension,Ball Joint Failure,Clunking noise,541.57,4,1380
2024-01-18,BK4570CK,1571184,Transmission,Gearbox Failure,Grinding noise,3536.82,18,800
2024-01-18,BK9057HC,1289040,Brakes,Brake Fluid Leak,Soft brake pedal,472.49,5,1380
2024-01-18,BK9057HC,1289040,Electrical,Starter Motor Failure,Clicking noise,157.57,1,1380
2024-01-18,BK9057HC,1289040,Transmission,Transmission Failure,Slipping gears,4795.99,19,1380
2024-01-18,BK9057HC,1289040,Engine,Engine Failure,Engine knocking,2150.59,21,1380
2024-01-19,BK4570CK,1571911,Engine,Radiator Failure,Overheating,1527.2,5,1207
2024-01-19,BK4570CK,1571911,Engine,Oil Leak,Oil spots,556.35,3,1207
2024-01-19,BK4570CK,1571911,Axle,Axle Failure,Vehicle stops,1784.94,18,1207
2024-01-19,BK4570CK,1571911,Brakes,Brake Pad Wear,Squeaking noise,229.42,1,1207
2024-01-19,BK2218ET,1131841,Axle,Spring Breakage,Unusual noises,692.29,2,512
2024-01-19,BK9057HC,1289785,Electrical,Battery Failure,Engine won’t start,103.97,1,779
2024-01-19,BK9057HC,1289785,Electrical,Starter Motor Failure,Clicking noise,350.3,2,779
2024-01-19,BK2218ET,1131841,Axle,Axle Failure,Vehicle stops,1596.58,17,512
2024-01-19,BK2218ET,1131841,Brakes,Brake Pad Wear,Squeaking noise,244.26,2,512
2024-01-19,BK2218ET,1131841,Engine,Engine Failure,Engine knocking,3303.12,20,512
2024-01-19,BK2218ET,1131841,Engine,Turbo Failure,Whistling noise,2662.35,7,512
2024-01-20,BK9057HC,1290530,Axle,Axle Failure,Vehicle stops,2212.97,19,1289
2024-01-20,BK9057HC,1290530,Axle,Differential Failure,Grinding noise,1688.93,13,1289
2024-01-20,BK9057HC,1290530,Electrical,Alternator Failure,Battery warning light,207.86,3,1289
2024-01-20,BK4570CK,1572638,Suspension,Shock Absorber Failure,Bumpy ride,929.23,5,1450
2024-01-20,BK2218ET,1132578,Electrical,Battery Failure,Engine won’t start,169.66,1,1431
2024-01-20,BK4570CK,1572638,Engine,Turbo Failure,Whistling noise,2409.0,7,1450
2024-01-20,BK4570CK,1572638,Transmission,Transmission Failure,Slipping gears,4984.92,30,1450
2024-01-20,BK4570CK,1572638,Brakes,Brake Pad Wear,Squeaking noise,228.49,2,1450
2024-01-21,BK4570CK,1573365,Engine,Oil Leak,Oil spots,707.43,7,1131
2024-01-21,BK2218ET,1133315,Axle,Axle Failure,Vehicle stops,2253.35,15,680
2024-01-21,BK2218ET,1133315,Engine,Engine Failure,Engine knocking,3881.97,14,680
2024-01-21,BK4570CK,1573365,Suspension,Shock Absorber Failure,Bumpy ride,924.78,6,1131
2024-01-21,BK4570CK,1573365,Engine,Turbo Failure,Whistling noise,1820.05,14,1131
2024-01-21,BK9057HC,1291275,Brakes,Brake Pad Wear,Squeaking noise,237.74,1,558
2024-01-21,BK9057HC,1291275,Electrical,Battery Failure,Engine won’t start,251.23,2,558
2024-01-22,BK4570CK,1574092,Engine,Radiator Failure,Overheating,1970.57,9,912
2024-01-22,BK4570CK,1574092,Brakes,Brake Line Failure,Brake warning light,684.74,2,912
2024-01-22,BK4570CK,1574092,Electrical,Battery Failure,Engine won’t start,219.93,1,912
2024-01-22,BK2218ET,1134052,Electrical,Battery Failure,Engine won’t start,231.62,2,616
2024-01-22,BK2218ET,1134052,Transmission,Clutch Failure,Difficulty shifting,1072.79,2,616
2024-01-22,BK9057HC,1292020,Engine,Engine Failure,Engine knocking,2787.94,27,980
2024-01-22,BK9057HC,1292020,Engine,Radiator Failure,Overheating,1518.35,8,980
2024-01-22,BK9057HC,1292020,Transmission,Clutch Failure,Difficulty shifting,2206.59,5,980
2024-01-22,BK4570CK,1574092,Brakes,Brake Pad Wear,Squeaking noise,255.29,1,912
2024-01-22,BK9057HC,1292020,Transmission,Gearbox Failure,Grinding noise,3573.65,16,980
2024-01-23,BK9057HC,1292765,Axle,Axle Failure,Vehicle stops,2592.42,19,1401
2024-01-23,BK4570CK,1574819,Electrical,Battery Failure,Engine won’t start,221.7,2,1190
2024-01-23,BK2218ET,1134789,Axle,Axle Failure,Vehicle stops,2103.09,19,667
2024-01-24,BK2218ET,1135526,Electrical,Alternator Failure,Battery warning light,258.37,2,1329
2024-01-24,BK2218ET,1135526,Brakes,Brake Fluid Leak,Soft brake pedal,245.56,3,1329
2024-01-24,BK2218ET,1135526,Axle,Axle Failure,Vehicle stops,2229.42,20,1329
2024-01-24,BK4570CK,1575546,Engine,Turbo Failure,Whistling noise,1704.31,13,766
2024-01-24,BK4570CK,1575546,Engine,Engine Failure,Engine knocking,4715.07,26,766
2024-01-24,BK2218ET,1135526,Electrical,Starter Motor Failure,Clicking noise,208.65,2,1329
2024-01-24,BK9057HC,1293510,Electrical,Battery Failure,Engine won’t start,158.14,2,1388
2024-01-24,BK9057HC,1293510,Brakes,Brake Fluid Leak,Soft brake pedal,251.35,2,1388
2024-01-24,BK4570CK,1575546,Axle,Spring Breakage,Unusual noises,656.64,2,766
2024-01-25,BK9057HC,1294255,Engine,Oil Leak,Oil spots,1400.76,5,507
2024-01-25,BK9057HC,1294255,Engine,Engine Failure,Engine knocking,2566.57,21,507
2024-01-25,BK9057HC,1294255,Engine,Radiator Failure,Overheating,1107.82,5,507
2024-01-25,BK9057HC,1294255,Transmission,Clutch Failure,Difficulty shifting,1585.8,3,507
2024-01-25,BK9057HC,1294255,Electrical,Battery Failure,Engine won’t start,222.83,2,507
2024-01-25,BK2218ET,1136263,Brakes,Brake Pad Wear,Squeaking noise,237.53,2,1367
2024-01-25,BK2218ET,1136263,Brakes,Brake Fluid Leak,Soft brake pedal,382.13,5,1367
2024-01-25,BK4570CK,1576273,Transmission,Clutch Failure,Difficulty shifting,2155.43,4,1282
2024-01-26,BK9057HC,1295000,Transmission,Clutch Failure,Difficulty shifting,1486.25,5,1438
2024-01-26,BK2218ET,1137000,Engine,Turbo Failure,Whistling noise,1858.41,13,909
2024-01-26,BK4570CK,1577000,Suspension,Ball Joint Failure,Clunking noise,277.79,3,786
2024-01-26,BK4570CK,1577000,Engine,Turbo Failure,Whistling noise,2006.42,7,786
2024-01-26,BK4570CK,1577000,Axle,Spring Breakage,Unusual noises,520.04,4,786
2024-01-27,BK2218ET,1137737,Electrical,Battery Failure,Engine won’t start,272.23,2,1321
2024-01-27,BK2218ET,1137737,Brakes,Brake Pad Wear,Squeaking noise,194.6,2,1321
2024-01-27,BK2218ET,1137737,Axle,Axle Failure,Vehicle stops,2418.63,16,1321
2024-01-27,BK4570CK,1577727,Suspension,Shock Absorber Failure,Bumpy ride,840.07,7,511
2024-01-27,BK4570CK,1577727,Electrical,Alternator Failure,Battery warning light,493.01,3,511
2024-01-27,BK4570CK,1577727,Brakes,Brake Pad Wear,Squeaking noise,295.7,2,511
2024-01-28,BK4570CK,1578454,Engine,Radiator Failure,Overheating,1989.2,10,632
2024-01-28,BK4570CK,1578454,Engine,Turbo Failure,Whistling noise,1942.77,12,632
2024-01-28,BK2218ET,1138474,Engine,Oil Leak,Oil spots,1115.2,4,719
2024-01-28,BK9057HC,1296490,Brakes,Brake Line Failure,Brake warning light,413.16,2,721
2024-01-28,BK2218ET,1138474,Electrical,Battery Failure,Engine won’t start,152.19,1,719
2024-01-28,BK2218ET,1138474,Engine,Radiator Failure,Overheating,1752.75,5,719
2024-01-28,BK9057HC,1296490,Transmission,Clutch Failure,Difficulty shifting,1242.68,3,721
2024-01-29,BK9057HC,1297235,Engine,Engine Failure,Engine knocking,3140.4,28,854
2024-01-29,BK9057HC,1297235,Engine,Turbo Failure,Whistling noise,1594.54,13,854
2024-01-29,BK9057HC,1297235,Electrical,Starter Motor Failure,Clicking noise,322.16,2,854
2024-01-29,BK4570CK,1579181,Suspension,Ball Joint Failure,Clunking noise,252.79,4,1094
2024-01-29,BK2218ET,1139211,Brakes,Brake Pad Wear,Squeaking noise,216.1,2,993
2024-01-29,BK2218ET,1139211,Electrical,Starter Motor Failure,Clicking noise,392.97,1,993
2024-01-29,BK2218ET,1139211,Electrical,Battery Failure,Engine won’t start,226.72,2,993
2024-01-30,BK9057HC,1297980,Transmission,Transmission Failure,Slipping gears,2870.88,19,1004
2024-01-30,BK4570CK,1579908,Engine,Oil Leak,Oil spots,1467.85,4,884
2024-01-30,BK2218ET,1139948,Brakes,Brake Fluid Leak,Soft brake pedal,346.53,5,917
2024-01-30,BK4570CK,1579908,Brakes,Brake Pad Wear,Squeaking noise,281.12,2,884
2024-01-30,BK9057HC,1297980,Engine,Engine Failure,Engine knocking,3035.51,17,1004
2024-01-31,BK9057HC,1298725,Suspension,Ball Joint Failure,Clunking noise,294.39,4,802
2024-01-31,BK9057HC,1298725,Brakes,Brake Pad Wear,Squeaking noise,167.4,1,802
2024-01-31,BK9057HC,1298725,Engine,Turbo Failure,Whistling noise,1618.27,9,802
2024-01-31,BK4570CK,1580635,Suspension,Shock Absorber Failure,Bumpy ride,618.31,10,858
2024-01-31,BK2218ET,1140685,Electrical,Alternator Failure,Battery warning light,420.28,1,1278
2024-01-31,BK2218ET,1140685,Engine,Turbo Failure,Whistling noise,1729.64,12,1278
2024-02-01,BK2218ET,1141422,Electrical,Starter Motor Failure,Clicking noise,159.6,2,510
2024-02-01,BK2218ET,1141422,Engine,Oil Leak,Oil spots,1421.74,5,510
2024-02-01,BK9057HC,1299470,Engine,Oil Leak,Oil spots,596.0,6,1195
2024-02-01,BK9057HC,1299470,Transmission,Transmission Failure,Slipping gears,5785.55,26,1195
2024-02-01,BK9057HC,1299470,Brakes,Brake Pad Wear,Squeaking noise,286.99,2,1195
2024-02-01,BK9057HC,1299470,Transmission,Gearbox Failure,Grinding noise,3916.08,19,1195
2024-02-01,BK4570CK,1581362,Engine,Oil Leak,Oil spots,1335.26,5,599
2024-02-01,BK4570CK,1581362,Axle,Spring Breakage,Unusual noises,597.78,2,599
2024-02-01,BK4570CK,1581362,Suspension,Shock Absorber Failure,Bumpy ride,839.13,5,599
2024-02-02,BK4570CK,1582089,Brakes,Brake Fluid Leak,Soft brake pedal,371.2,5,934
2024-02-02,BK9057HC,1300215,Axle,Differential Failure,Grinding noise,1368.04,12,591
2024-02-02,BK9057HC,1300215,Brakes,Brake Fluid Leak,Soft brake pedal,470.72,4,591
2024-02-02,BK4570CK,1582089,Axle,Differential Failure,Grinding noise,1346.94,10,934
2024-02-02,BK2218ET,1142159,Engine,Oil Leak,Oil spots,690.3,5,579
2024-02-02,BK2218ET,1142159,Brakes,Brake Pad Wear,Squeaking noise,195.43,1,579
2024-02-02,BK2218ET,1142159,Electrical,Battery Failure,Engine won’t start,176.29,2,579
2024-02-02,BK2218ET,1142159,Electrical,Alternator Failure,Battery warning light,282.52,1,579
2024-02-02,BK4570CK,1582089,Electrical,Starter Motor Failure,Clicking noise,257.14,2,934
2024-02-03,BK9057HC,1300960,Engine,Turbo Failure,Whistling noise,1603.57,7,593
2024-02-03,BK9057HC,1300960,Axle,Differential Failure,Grinding noise,1369.51,13,593
2024-02-03,BK9057HC,1300960,Transmission,Clutch Failure,Difficulty shifting,2192.66,2,593
2024-02-03,BK9057HC,1300960,Electrical,Alternator Failure,Battery warning light,415.02,1,593
2024-02-03,BK2218ET,1142896,Transmission,Transmission Failure,Slipping gears,3782.62,16,564
2024-02-03,BK2218ET,1142896,Suspension,Shock Absorber Failure,Bumpy ride,908.56,6,564
2024-02-03,BK4570CK,1582816,Suspension,Ball Joint Failure,Clunking noise,310.56,4,842
2024-02-04,BK9057HC,1301705,Electrical,Battery Failure,Engine won’t start,134.72,2,1449
2024-02-04,BK9057HC,1301705,Engine,Radiator Failure,Overheating,1467.81,5,1449
2024-02-04,BK2218ET,1143633,Engine,Oil Leak,Oil spots,1292.92,6,1119
2024-02-04,BK4570CK,1583543,Engine,Turbo Failure,Whistling noise,2958.52,9,812
2024-02-04,BK4570CK,1583543,Brakes,Brake Line Failure,Brake warning light,563.66,2,812
2024-02-04,BK2218ET,1143633,Axle,Differential Failure,Grinding noise,1745.79,8,1119
2024-02-04,BK2218ET,1143633,Axle,Axle Failure,Vehicle stops,1786.19,19,1119
2024-02-04,BK2218ET,1143633,Electrical,Alternator Failure,Battery warning light,456.33,1,1119
2024-02-05,BK4570CK,1584270,Engine,Radiator Failure,Overheating,1492.82,6,959
2024-02-05,BK2218ET,1144370,Engine,Oil Leak,Oil spots,1369.73,7,1220
2024-02-05,BK9057HC,1302450,Engine,Engine Failure,Engine knocking,3162.08,24,1088
2024-02-05,BK9057HC,1302450,Axle,Differential Failure,Grinding noise,1053.97,11,1088
2024-02-05,BK9057HC,1302450,Brakes,Brake Fluid Leak,Soft brake pedal,335.2,2,1088
2024-02-05,BK9057HC,1302450,Electrical,Battery Failure,Engine won’t start,259.47,2,1088
2024-02-05,BK9057HC,1302450,Electrical,Alternator Failure,Battery warning light,254.94,2,1088
2024-02-05,BK9057HC,1302450,Suspension,Shock Absorber Failure,Bumpy ride,537.68,5,1088
2024-02-05,BK2218ET,1144370,Axle,Spring Breakage,Unusual noises,727.69,3,1220
2024-02-05,BK2218ET,1144370,Brakes,Brake Pad Wear,Squeaking noise,221.0,2,1220
2024-02-05,BK2218ET,1144370,Brakes,Brake Fluid Leak,Soft brake pedal,308.19,4,1220
2024-02-06,BK4570CK,1584997,Electrical,Battery Failure,Engine won’t start,178.22,1,1368
2024-02-06,BK4570CK,1584997,Brakes,Brake Pad Wear,Squeaking noise,185.07,2,1368
2024-02-06,BK4570CK,1584997,Transmission,Clutch Failure,Difficulty shifting,1404.39,4,1368
2024-02-06,BK4570CK,1584997,Axle,Axle Failure,Vehicle stops,2038.96,19,1368
2024-02-06,BK4570CK,1584997,Engine,Engine Failure,Engine knocking,4650.6,17,1368
2024-02-06,BK2218ET,1145107,Transmission,Gearbox Failure,Grinding noise,3762.45,13,709
2024-02-06,BK2218ET,1145107,Electrical,Alternator Failure,Battery warning light,359.81,1,709
2024-02-06,BK2218ET,1145107,Electrical,Battery Failure,Engine won’t start,226.62,2,709
2024-02-06,BK2218ET,1145107,Engine,Turbo Failure,Whistling noise,2357.61,7,709
2024-02-06,BK9057HC,1303195,Engine,Engine Failure,Engine knocking,2260.11,19,806
2024-02-07,BK2218ET,1145844,Electrical,Battery Failure,Engine won’t start,113.81,1,1168
2024-02-07,BK4570CK,1585724,Brakes,Brake Pad Wear,Squeaking noise,221.2,1,1140
2024-02-07,BK2218ET,1145844,Axle,Spring Breakage,Unusual noises,760.92,4,1168
2024-02-07,BK4570CK,1585724,Brakes,Brake Fluid Leak,Soft brake pedal,334.98,2,1140
2024-02-07,BK4570CK,1585724,Engine,Turbo Failure,Whistling noise,2711.74,14,1140
2024-02-08,BK9057HC,1304685,Suspension,Shock Absorber Failure,Bumpy ride,764.07,5,1289
2024-02-08,BK2218ET,1146581,Axle,Differential Failure,Grinding noise,1333.61,7,1145
2024-02-08,BK2218ET,1146581,Transmission,Clutch Failure,Difficulty shifting,1646.41,5,1145
2024-02-08,BK2218ET,1146581,Brakes,Brake Pad Wear,Squeaking noise,297.23,2,1145
2024-02-08,BK2218ET,1146581,Suspension,Shock Absorber Failure,Bumpy ride,780.93,10,1145
2024-02-08,BK4570CK,1586451,Engine,Engine Failure,Engine knocking,4756.72,16,662
2024-02-08,BK9057HC,1304685,Electrical,Starter Motor Failure,Clicking noise,349.52,1,1289
2024-02-08,BK4570CK,1586451,Electrical,Battery Failure,Engine won’t start,181.29,2,662
2024-02-08,BK4570CK,1586451,Axle,Axle Failure,Vehicle stops,1887.88,18,662
2024-02-09,BK9057HC,1305430,Engine,Turbo Failure,Whistling noise,2718.62,9,1072
2024-02-09,BK9057HC,1305430,Brakes,Brake Pad Wear,Squeaking noise,246.44,2,1072
2024-02-09,BK9057HC,1305430,Electrical,Alternator Failure,Battery warning light,210.51,1,1072
2024-02-09,BK9057HC,1305430,Electrical,Starter Motor Failure,Clicking noise,392.71,2,1072
2024-02-09,BK4570CK,1587178,Suspension,Shock Absorber Failure,Bumpy ride,611.99,8,1155
2024-02-09,BK4570CK,1587178,Engine,Engine Failure,Engine knocking,3785.56,19,1155
2024-02-09,BK4570CK,1587178,Engine,Oil Leak,Oil spots,1109.36,5,1155
2024-02-09,BK2218ET,1147318,Transmission,Transmission Failure,Slipping gears,5990.79,30,1110
2024-02-09,BK2218ET,1147318,Electrical,Battery Failure,Engine won’t start,111.79,1,1110
2024-02-09,BK2218ET,1147318,Engine,Engine Failure,Engine knocking,4889.62,16,1110
2024-02-09,BK2218ET,1147318,Transmission,Clutch Failure,Difficulty shifting,1195.59,4,1110
2024-02-10,BK4570CK,1587905,Brakes,Brake Fluid Leak,Soft brake pedal,250.56,3,644
2024-02-10,BK2218ET,1148055,Brakes,Brake Pad Wear,Squeaking noise,186.75,2,692
2024-02-10,BK9057HC,1306175,Brakes,Brake Line Failure,Brake warning light,490.65,2,673
2024-02-10,BK9057HC,1306175,Brakes,Brake Pad Wear,Squeaking noise,220.41,1,673
2024-02-10,BK2218ET,1148055,Engine,Turbo Failure,Whistling noise,2671.24,10,692
2024-02-10,BK2218ET,1148055,Engine,Radiator Failure,Overheating,1387.98,6,692
2024-02-10,BK2218ET,1148055,Transmission,Transmission Failure,Slipping gears,3494.74,22,692
2024-02-10,BK2218ET,1148055,Transmission,Gearbox Failure,Grinding noise,2645.56,11,692
2024-02-10,BK4570CK,1587905,Engine,Turbo Failure,Whistling noise,2418.55,13,644
2024-02-10,BK4570CK,1587905,Engine,Engine Failure,Engine knocking,4092.64,24,644
2024-02-11,BK2218ET,1148792,Electrical,Starter Motor Failure,Clicking noise,236.43,1,1241
2024-02-11,BK2218ET,1148792,Engine,Radiator Failure,Overheating,1809.29,5,1241
2024-02-11,BK4570CK,1588632,Axle,Axle Failure,Vehicle stops,2697.88,20,1055
2024-02-11,BK4570CK,1588632,Axle,Differential Failure,Grinding noise,1324.8,11,1055
2024-02-11,BK4570CK,1588632,Transmission,Clutch Failure,Difficulty shifting,2066.82,3,1055
2024-02-11,BK4570CK,1588632,Suspension,Ball Joint Failure,Clunking noise,207.66,2,1055
2024-02-12,BK4570CK,1589359,Axle,Axle Failure,Vehicle stops,2501.44,14,959
2024-02-12,BK2218ET,1149529,Transmission,Clutch Failure,Difficulty shifting,803.29,4,1323
2024-02-12,BK2218ET,1149529,Engine,Engine Failure,Engine knocking,2975.16,18,1323
2024-02-12,BK9057HC,1307665,Brakes,Brake Fluid Leak,Soft brake pedal,360.56,2,1066
2024-02-12,BK4570CK,1589359,Electrical,Starter Motor Failure,Clicking noise,334.7,1,959
2024-02-12,BK9057HC,1307665,Engine,Radiator Failure,Overheating,1602.04,6,1066
2024-02-12,BK9057HC,1307665,Axle,Differential Failure,Grinding noise,1069.44,12,1066
2024-02-13,BK9057HC,1308410,Electrical,Battery Failure,Engine won’t start,207.68,2,1293
2024-02-13,BK4570CK,1590086,Axle,Axle Failure,Vehicle stops,2501.53,15,612
2024-02-13,BK4570CK,1590086,Engine,Engine Failure,Engine knocking,4246.47,17,612
2024-02-13,BK2218ET,1150266,Electrical,Starter Motor Failure,Clicking noise,372.32,1,1417
2024-02-13,BK2218ET,1150266,Brakes,Brake Pad Wear,Squeaking noise,284.06,1,1417
2024-02-13,BK2218ET,1150266,Transmission,Transmission Failure,Slipping gears,3337.01,24,1417
2024-02-13,BK2218ET,1150266,Engine,Engine Failure,Engine knocking,4484.91,26,1417
2024-02-13,BK9057HC,1308410,Engine,Engine Failure,Engine knocking,2394.53,24,1293
2024-02-13,BK9057HC,1308410,Brakes,Brake Line Failure,Brake warning light,498.47,1,1293
2024-02-14,BK2218ET,1151003,Electrical,Alternator Failure,Battery warning light,467.97,3,1129
2024-02-14,BK2218ET,1151003,Brakes,Brake Line Failure,Brake warning light,446.76,2,1129
2024-02-14,BK2218ET,1151003,Axle,Axle Failure,Vehicle stops,2410.51,21,1129
2024-02-14,BK2218ET,1151003,Engine,Turbo Failure,Whistling noise,2789.37,12,1129
2024-02-14,BK9057HC,1309155,Transmission,Transmission Failure,Slipping gears,3631.46,23,1298
2024-02-14,BK9057HC,1309155,Axle,Differential Failure,Grinding noise,1378.82,7,1298
2024-02-14,BK9057HC,1309155,Engine,Radiator Failure,Overheating,909.09,5,1298
2024-02-14,BK9057HC,1309155,Electrical,Battery Failure,Engine won’t start,151.35,2,1298
2024-02-14,BK9057HC,1309155,Suspension,Shock Absorber Failure,Bumpy ride,709.6,5,1298
2024-02-14,BK4570CK,1590813,Engine,Engine Failure,Engine knocking,4034.39,19,903
2024-02-14,BK4570CK,1590813,Engine,Oil Leak,Oil spots,610.73,6,903
2024-02-14,BK4570CK,1590813,Brakes,Brake Pad Wear,Squeaking noise,299.95,2,903
2024-02-15,BK4570CK,1591540,Electrical,Starter Motor Failure,Clicking noise,165.97,1,669
2024-02-15,BK4570CK,1591540,Transmission,Transmission Failure,Slipping gears,4887.17,28,669
2024-02-15,BK2218ET,1151740,Axle,Differential Failure,Grinding noise,1655.42,14,1128
2024-02-15,BK4570CK,1591540,Axle,Axle Failure,Vehicle stops,2253.89,14,669
2024-02-16,BK4570CK,1592267,Suspension,Ball Joint Failure,Clunking noise,519.09,3,1196
2024-02-16,BK4570CK,1592267,Electrical,Battery Failure,Engine won’t start,124.54,2,1196
2024-02-16,BK4570CK,1592267,Brakes,Brake Fluid Leak,Soft brake pedal,215.18,2,1196
2024-02-16,BK4570CK,1592267,Brakes,Brake Pad Wear,Squeaking noise,196.66,2,1196
2024-02-16,BK2218ET,1152477,Engine,Engine Failure,Engine knocking,2277.43,22,1164
2024-02-16,BK2218ET,1152477,Axle,Axle Failure,Vehicle stops,2339.25,19,1164
2024-02-16,BK2218ET,1152477,Electrical,Battery Failure,Engine won’t start,152.74,1,1164
2024-02-16,BK2218ET,1152477,Suspension,Shock Absorber Failure,Bumpy ride,637.54,10,1164
2024-02-17,BK2218ET,1153214,Electrical,Battery Failure,Engine won’t start,252.21,2,1062
2024-02-17,BK9057HC,1311390,Engine,Oil Leak,Oil spots,701.18,4,1332
2024-02-17,BK9057HC,1311390,Electrical,Battery Failure,Engine won’t start,141.46,1,1332
2024-02-17,BK9057HC,1311390,Suspension,Shock Absorber Failure,Bumpy ride,683.34,6,1332
2024-02-17,BK4570CK,1592994,Transmission,Transmission Failure,Slipping gears,5541.84,19,740
2024-02-17,BK2218ET,1153214,Engine,Engine Failure,Engine knocking,3802.56,14,1062
2024-02-17,BK2218ET,1153214,Brakes,Brake Line Failure,Brake warning light,374.27,3,1062
2024-02-17,BK9057HC,1311390,Engine,Turbo Failure,Whistling noise,1543.97,11,1332
2024-02-17,BK4570CK,1592994,Axle,Differential Failure,Grinding noise,1680.46,8,740
2024-02-17,BK4570CK,1592994,Brakes,Brake Fluid Leak,Soft brake pedal,443.33,3,740
2024-02-18,BK2218ET,1153951,Electrical,Alternator Failure,Battery warning light,268.25,1,549
2024-02-18,BK2218ET,1153951,Transmission,Transmission Failure,Slipping gears,4584.48,30,549
2024-02-18,BK2218ET,1153951,Engine,Oil Leak,Oil spots,924.16,5,549
2024-02-18,BK2218ET,1153951,Engine,Turbo Failure,Whistling noise,2529.89,8,549
2024-02-18,BK4570CK,1593721,Brakes,Brake Fluid Leak,Soft brake pedal,349.81,5,1192
2024-02-18,BK4570CK,1593721,Engine,Engine Failure,Engine knocking,4225.26,22,1192
2024-02-18,BK9057HC,1312135,Brakes,Brake Fluid Leak,Soft brake pedal,295.82,4,1483
2024-02-18,BK9057HC,1312135,Electrical,Alternator Failure,Battery warning light,474.47,2,1483
2024-02-19,BK4570CK,1594448,Engine,Oil Leak,Oil spots,990.41,4,1314
